,iso3c,year,Code_Country,Ref_Y,Country,TyH_Vote,TyH_Seats,Dalton_Vote,Dalton_Seats,Knutsen_Vote,Knutsen_Seats,VDEM_pol,Dalton_OP,election,party_replacement_v,Volat_A_Cohen_2pct,Volat_A_Cohen_5pct,Volat_A_Cohen_7pct,stable_party_v,Volat_B_Cohen_2pct,Volat_B_Cohen_5pct,Volat_B_Cohen_7pct,volatility,Evolat_Cohen_2pct,Evolat_Cohen_5pct,Evolat_Cohen_7pct,Volat_A_Schmidt,Volat_B_Schmidt,Evolat_Schmidt,Enph_Schmidt,gdppc,gdp_growth,inflation,unemployment,gini,PR_system,IDEA_ES_Legislature,IDEA_ES_President,Lib_Dem_Index,Elect_Dem_Index,Legislative.size,Dist_Mag_mean,iso2c,country,GC.DOD.TOTL.GD.ZS,NY.GDP.MKTP.KD.ZG,NY.GDP.MKTP.KD,FS.AST.PRVT.GD.ZS,BN.CAB.XOKA.GD.ZS,SP.POP.DPND,NY.GDP.PCAP.KD,NE.TRD.GNFS.ZS,BX.KLT.DINV.WD.GD.ZS,NE.CON.GOVT.ZS,region,capital,longitude,latitude,income,lending,gdppc_wb,gdpgrowth_wb,gdpconstant_wb,domesticcredit,debt,currentacc,pop,trade,fdi,spending
353,PER,2009,15,0,Peru ,0.895,0.981,2.103,2.201,0.744,0.804,-0.316,3.541,0,0.299,0.225,0.13,0.101,0.261,0.209,0.098,0.098,0.561,0.433,0.228,0.199,70,0.73,70.73,3.778,8836,0.287,2.94,3.98,47,PR,List PR,TRS,0.629,0.781,120,4.8,PE,Peru,26.40086588,1.095823659,1.3874E+11,30.01452903,-0.598288729,57.54803936,4818.597212,48.11192962,5.32237544,11.466356,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD,4818.597212,1.095823659,1.3874E+11,30.01452903,26.40086588,-0.598288729,57.54803936,48.11192962,5.32237544,11.466356
354,PER,2010,15,0,Peru ,0.895,0.981,2.103,2.201,0.744,0.804,0.048,3.537,0,0.299,0.225,0.13,0.101,0.261,0.209,0.098,0.098,0.561,0.433,0.228,0.199,70,0.73,70.73,3.778,9507.8,7.455,1.53,3.58,45.5,PR,List PR,TRS,0.64,0.79,120,4.8,PE,Peru,23.68179134,8.332459107,1.50301E+11,30.26168715,-2.416091062,57.0124509,5177.841284,51.67280894,5.730826615,10.52583592,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD,5177.841284,8.332459107,1.50301E+11,30.26168715,23.68179134,-2.416091062,57.0124509,51.67280894,5.730826615,10.52583592
355,PER,2011,15,1,Peru ,2.172,2.442,3.275,3.473,1.365,1.503,0.015,3.798,1,0.77,0.693,0.648,0.648,0.125,0.125,0.125,0.054,0.894,0.818,0.773,0.702,66.77,12.44,79.21,3.967,10044,5.467,3.37,3.48,44.7,PR,List PR,TRS,0.659,0.802,130,4.8,PE,Peru,20.72021657,6.327192402,1.59811E+11,32.3092275,-1.964222121,56.48071253,5460.935651,55.98828028,4.472626582,10.36235147,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD,5460.935651,6.327192402,1.59811E+11,32.3092275,20.72021657,-1.964222121,56.48071253,55.98828028,4.472626582,10.36235147
356,PER,2012,15,0,Peru ,2.172,2.442,3.275,3.473,1.365,1.503,-0.33,3.798,0,0.77,0.693,0.648,0.648,0.125,0.125,0.125,0.054,0.894,0.818,0.773,0.702,66.77,12.44,79.21,3.967,10533,5.268,3.66,3.24,44.4,PR,List PR,TRS,0.674,0.81,130,4.8,PE,Peru,19.21665946,6.139724706,1.69622E+11,34.04374682,-2.885619506,55.84800467,5748.590835,52.61989526,7.361775909,10.87121234,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD,5748.590835,6.139724706,1.69622E+11,34.04374682,19.21665946,-2.885619506,55.84800467,52.61989526,7.361775909,10.87121234
357,PER,2013,15,0,Peru ,2.172,2.442,3.275,3.473,1.365,1.503,-0.33,3.313,0,0.77,0.693,0.648,0.648,0.125,0.125,0.125,0.054,0.894,0.818,0.773,0.702,66.77,12.44,79.21,3.967,11034,4.903,2.81,3.57,43.9,PR,List PR,TRS,0.67,0.806,130,4.8,PE,Peru,18.39442038,5.852518211,1.7955E+11,37.71992918,-4.867151999,55.26331626,6030.420249,49.78714245,4.757350763,11.50093091,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD,6030.420249,5.852518211,1.7955E+11,37.71992918,18.39442038,-4.867151999,55.26331626,49.78714245,4.757350763,11.50093091
358,PER,2014,15,0,Peru ,2.172,2.442,3.275,3.473,1.365,1.503,-0.33,3.313,0,0.77,0.693,0.648,0.648,0.125,0.125,0.125,0.054,0.894,0.818,0.773,0.702,66.77,12.44,79.21,3.967,11186,1.306,3.24,3.21,43.1,PR,List PR,TRS,0.673,0.803,130,4.8,PE,Peru,19.34365633,2.382157372,1.83827E+11,40.89962682,-4.359839398,54.90384292,6109.156884,46.85312109,2.122996747,12.40209038,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD,6109.156884,2.382157372,1.83827E+11,40.89962682,19.34365633,-4.359839398,54.90384292,46.85312109,2.122996747,12.40209038
359,PER,2015,15,0,Peru ,2.172,2.442,3.275,3.473,1.365,1.503,-0.33,3.988,1,0.77,0.693,0.648,0.648,0.125,0.125,0.125,0.054,0.894,0.818,0.773,0.702,66.77,12.44,79.21,3.967,11445,1.963,3.55,3.27,43.4,PR,List PR,TRS,0.665,0.79,130,4.8,PE,Peru,22.57857357,3.252244772,1.89805E+11,43.86793145,-4.709257893,54.81625935,6229.100674,45.16276869,3.865465828,12.96557338,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD,6229.100674,3.252244772,1.89805E+11,43.86793145,22.57857357,-4.709257893,54.81625935,45.16276869,3.865465828,12.96557338
360,PER,2016,15,1,Peru ,2.167,2.166,3.272,3.271,1.074,1.12,0.678,4.544,0,0.913,0.888,0.854,0.822,0.062,0.062,0,0,0.975,0.95,0.854,0.822,64.16,8.15,72.31,2.733,11776,2.423,3.59,3.74,43.6,PR,List PR,TRS,0.652,0.776,130,4.8,PE,Peru,23.18324961,3.953318715,1.97309E+11,42.80902535,-2.30199762,53.04037364,6380.025857,45.3888412,3.546321815,13.1636888,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD,6380.025857,3.953318715,1.97309E+11,42.80902535,23.18324961,-2.30199762,53.04037364,45.3888412,3.546321815,13.1636888
361,PER,2017,15,0,Peru ,2.167,2.166,3.272,3.271,1.074,1.12,0.801,5.141,0,0.913,0.888,0.854,0.822,0.062,0.062,0,0,0.975,0.95,0.854,0.822,64.16,8.15,72.31,,11952.5,0.829,2.8,3.69,43.3,PR,List PR,TRS,0.661,0.773,130,4.8,PE,Peru,,2.518835442,2.02279E+11,42.41461431,-0.930956444,51.91403633,6432.924329,47.51355036,3.513344425,13.2122752,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD,6432.924329,2.518835442,2.02279E+11,42.41461431,,-0.930956444,51.91403633,47.51355036,3.513344425,13.2122752
362,PER,2018,15,0,Peru ,2.167,2.166,3.272,3.271,1.074,1.12,0.948,4.929,0,0.913,0.888,0.854,0.822,0.062,0.062,0,0,0.975,0.95,0.854,0.822,64.16,8.15,72.31,,12310.1,2.206,1.32,3.49,42.4,PR,List PR,TRS,0.679,0.792,130,4.8,PE,Peru,,3.969351341,2.10308E+11,43.90394244,-1.300351,51.23786955,6574.328987,48.63147017,2.638243787,13.07744249,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD,6574.328987,3.969351341,2.10308E+11,43.90394244,,-1.300351,51.23786955,48.63147017,2.638243787,13.07744249
363,PER,2019,15,0,Peru ,2.167,2.166,3.272,3.271,1.074,1.12,0.779,,0,0.913,0.888,0.854,0.822,0.062,0.062,0,0,0.975,0.95,0.854,0.822,64.16,8.15,72.31,,,0.512,2.14,3.38,41.5,PR,List PR,TRS,0.662,0.782,130,4.8,PE,Peru,,2.240631769,2.1502E+11,44.72423689,-0.73599729,50.71129994,6613.876449,46.94350538,2.084917895,13.24437259,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD,6613.876449,2.240631769,2.1502E+11,44.72423689,,-0.73599729,50.71129994,46.94350538,2.084917895,13.24437259
364,PRY,1992,14,0,Paraguay,,,,,,,-1.409,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.885,5186.6,-0.836,15.19,4.98,,PR,List PR,FPTP,0.354,0.476,80,,PY,Paraguay,,1.696428011,17244246886,19.96747474,-0.800567351,82.98524433,3879.454033,89.49755756,1.641652073,8.033211175,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,3879.454033,1.696428011,17244246886,19.96747474,,-0.800567351,82.98524433,89.49755756,1.641652073,8.033211175
365,PRY,1993,14,1,Paraguay,0.116,0.093,0.757,0.679,0.332,0.287,-1.409,,1,0.125,0.109,0.089,0.089,0.238,0.238,0.238,0.238,0.364,0.348,0.327,0.327,14.28,23.67,37.95,2.448,5270.9,2.391,18.21,5.06,,PR,List PR,FPTP,0.368,0.504,80,4.4,PY,Paraguay,,4.936359415,18095484890,23.10538929,0.815224856,82.54089673,3972.212357,113.6037635,1.034549309,8.670014847,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,3972.212357,4.936359415,18095484890,23.10538929,,0.815224856,82.54089673,113.6037635,1.034549309,8.670014847
366,PRY,1994,14,0,Paraguay,0.116,0.093,0.757,0.679,0.332,0.287,-1.409,,0,0.125,0.109,0.089,0.089,0.238,0.238,0.238,0.238,0.364,0.348,0.327,0.327,14.28,23.67,37.95,2.448,5305.5,2.822,20.57,4.41,,PR,List PR,FPTP,0.385,0.521,80,4.4,PY,Paraguay,,5.31791766,19057787877,26.87910116,-3.482411722,81.88804955,4084.311141,123.0793295,1.741841106,8.883257229,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,4084.311141,5.31791766,19057787877,26.87910116,,-3.482411722,81.88804955,123.0793295,1.741841106,8.883257229
367,PRY,1995,14,0,Paraguay,0.116,0.093,0.757,0.679,0.332,0.287,-1.409,2.549,0,0.125,0.109,0.089,0.089,0.238,0.238,0.238,0.238,0.364,0.348,0.327,0.327,14.28,23.67,37.95,2.448,5463.6,4.346,13.43,3.4,58.2,PR,List PR,FPTP,0.385,0.521,80,4.4,PY,Paraguay,,6.822810304,20358064592,23.96444465,-2.398913878,81.02181317,4261.828555,118.0640742,1.042801026,8.871356948,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,4261.828555,6.822810304,20358064592,23.96444465,,-2.398913878,81.02181317,118.0640742,1.042801026,8.871356948
368,PRY,1996,14,0,Paraguay,0.116,0.093,0.757,0.679,0.332,0.287,-1.409,3.895,0,0.125,0.109,0.089,0.089,0.238,0.238,0.238,0.238,0.364,0.348,0.327,0.327,14.28,23.67,37.95,2.448,5360.7,-0.729,9.8,8.15,,PR,List PR,FPTP,0.391,0.531,80,4.4,PY,Paraguay,,1.573785132,20678456786,25.78565917,-0.707053012,80.07705424,4230.766842,103.0352672,1.428222359,9.626218655,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,4230.766842,1.573785132,20678456786,25.78565917,,-0.707053012,80.07705424,103.0352672,1.428222359,9.626218655
369,PRY,1997,14,0,Paraguay,0.116,0.093,0.757,0.679,0.332,0.287,-1.409,4.287,0,0.125,0.109,0.089,0.089,0.238,0.238,0.238,0.238,0.364,0.348,0.327,0.327,14.28,23.67,37.95,2.448,5399.4,1.939,6.95,5.36,54.9,PR,List PR,FPTP,0.387,0.529,80,4.4,PY,Paraguay,,4.242516103,21555743645,32.77410119,-5.505976184,78.99041034,4312.79104,95.93427625,2.31705741,10.18395679,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,4312.79104,4.242516103,21555743645,32.77410119,,-5.505976184,78.99041034,95.93427625,2.31705741,10.18395679
370,PRY,1998,14,1,Paraguay,0.122,0.134,0.776,0.814,0.331,0.363,-1.409,5.025,1,0.511,0.502,0.492,0.463,0.055,0.055,0.055,0.055,0.566,0.558,0.547,0.518,51.51,6.86,58.37,2.271,5321.9,-2.082,11.55,4.42,,PR,List PR,FPTP,0.393,0.537,80,4.4,PY,Paraguay,,0.068037756,21570409689,24.521931,1.424684244,77.76602224,4223.000268,101.6063201,3.677994469,10.29084069,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,4223.000268,0.068037756,21570409689,24.521931,,1.424684244,77.76602224,101.6063201,3.677994469,10.29084069
371,PRY,1999,14,0,Paraguay,0.122,0.134,0.776,0.814,0.331,0.363,-1.31,5.025,0,0.511,0.502,0.492,0.463,0.055,0.055,0.055,0.055,0.566,0.558,0.547,0.518,51.51,6.86,58.37,2.271,5150.4,-3.418,6.75,5.34,54.6,PR,List PR,FPTP,0.394,0.542,80,4.4,PY,Paraguay,,-1.366079712,21275740698,25.05516054,1.569718895,76.406517,4078.667462,77.55527569,0.98675237,9.890652475,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,4078.667462,-1.366079712,21275740698,25.05516054,,1.569718895,76.406517,77.55527569,0.98675237,9.890652475
372,PRY,2000,14,0,Paraguay,0.122,0.134,0.776,0.814,0.331,0.363,-1.435,4.167,0,0.511,0.502,0.492,0.463,0.055,0.055,0.055,0.055,0.566,0.558,0.547,0.518,51.51,6.86,58.37,2.271,4896.4,-4.275,8.98,7.61,,PR,List PR,FPTP,0.402,0.545,80,4.4,PY,Paraguay,,-2.314140568,20783390151,23.76039843,-2.790495019,74.92424783,3904.302364,78.64472976,1.217294369,10.40507198,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,3904.302364,-2.314140568,20783390151,23.76039843,,-2.790495019,74.92424783,78.64472976,1.217294369,10.40507198
373,PRY,2001,14,0,Paraguay,0.122,0.134,0.776,0.814,0.331,0.363,-1.435,5.273,0,0.511,0.502,0.492,0.463,0.055,0.055,0.055,0.055,0.566,0.558,0.547,0.518,51.51,6.86,58.37,2.271,4918.1,-2.757,7.27,6.21,54.6,PR,List PR,FPTP,0.402,0.545,80,4.4,PY,Paraguay,,-0.834054717,20610045306,24.16866754,-0.375729695,73.57605997,3796.677814,72.60569901,1.167634889,9.481143611,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,3796.677814,-0.834054717,20610045306,24.16866754,,-0.375729695,73.57605997,72.60569901,1.167634889,9.481143611
374,PRY,2002,14,0,Paraguay,0.122,0.134,0.776,0.814,0.331,0.363,-1.435,5.178,0,0.511,0.502,0.492,0.463,0.055,0.055,0.055,0.055,0.566,0.558,0.547,0.518,51.51,6.86,58.37,2.271,5571.4,-1.892,10.51,9.39,57.3,PR,List PR,FPTP,0.402,0.545,80,4.4,PY,Paraguay,,-0.021404395,20605633850,20.85562797,8.613075887,72.03130296,3724.835556,79.44156565,1.256207971,8.396864299,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,3724.835556,-0.021404395,20605633850,20.85562797,,8.613075887,72.03130296,79.44156565,1.256207971,8.396864299
375,PRY,2003,14,1,Paraguay,0.135,0.282,0.817,1.18,0.259,0.331,-1.435,4.662,1,0.518,0.499,0.469,0.469,0.12,0.095,0.095,0.095,0.639,0.595,0.564,0.564,53.17,8.52,61.69,3.178,5727,2.45,14.24,6.81,54.9,PR,List PR,FPTP,0.416,0.567,80,4.4,PY,Paraguay,,4.320745486,21495950844,12.68617075,0.22116399,70.39073226,3816.086582,81.12736377,-0.750191695,7.936374297,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,3816.086582,4.320745486,21495950844,12.68617075,,0.22116399,70.39073226,81.12736377,-0.750191695,7.936374297
376,PRY,2004,14,0,Paraguay,0.135,0.282,0.817,1.18,0.259,0.331,-1.435,4.658,0,0.518,0.499,0.469,0.469,0.12,0.095,0.095,0.095,0.639,0.595,0.564,0.564,53.17,8.52,61.69,3.178,5876.7,2.286,4.32,6.51,52.3,PR,List PR,FPTP,0.438,0.599,80,4.4,PY,Paraguay,,4.057418364,22368131501,12.29681119,-0.10192799,68.79737208,3903.309121,80.10444662,0.976461922,7.587244004,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,3903.309121,4.057418364,22368131501,12.29681119,,-0.10192799,68.79737208,80.10444662,0.976461922,7.587244004
377,PRY,2005,14,0,Paraguay,0.135,0.282,0.817,1.18,0.259,0.331,-1.435,4.737,0,0.518,0.499,0.469,0.469,0.12,0.095,0.095,0.095,0.639,0.595,0.564,0.564,53.17,8.52,61.69,3.178,5922.8,0.493,6.81,4.82,51.4,PR,List PR,FPTP,0.438,0.599,80,4.4,PY,Paraguay,,2.133490665,22845353499,12.28088846,-0.628692309,67.32467324,3922.558526,85.02196365,0.067986029,8.118924169,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,3922.558526,2.133490665,22845353499,12.28088846,,-0.628692309,67.32467324,85.02196365,0.067986029,8.118924169
378,PRY,2006,14,0,Paraguay,0.135,0.282,0.817,1.18,0.259,0.331,-1.435,4.327,0,0.518,0.499,0.469,0.469,0.12,0.095,0.095,0.095,0.639,0.595,0.564,0.564,53.17,8.52,61.69,3.178,6128.6,3.228,9.59,5.28,53,PR,List PR,FPTP,0.44,0.599,80,4.4,PY,Paraguay,,4.807117193,23943556415,11.66828606,1.244476806,65.92835452,4049.162522,84.7335313,1.398421223,8.304484704,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,4049.162522,4.807117193,23943556415,11.66828606,,1.244476806,65.92835452,84.7335313,1.398421223,8.304484704
379,PRY,2007,14,0,Paraguay,0.135,0.282,0.817,1.18,0.259,0.331,-1.435,3.399,0,0.518,0.499,0.469,0.469,0.12,0.095,0.095,0.095,0.639,0.595,0.564,0.564,53.17,8.52,61.69,3.178,6383.5,3.924,8.13,4.71,53,PR,List PR,FPTP,0.453,0.599,80,4.4,PY,Paraguay,,5.421622872,25241685746,13.71766497,4.362384942,64.7883207,4208.04873,79.00113742,0.588024685,7.671423789,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,4208.04873,5.421622872,25241685746,13.71766497,,4.362384942,64.7883207,79.00113742,0.588024685,7.671423789
380,PRY,2008,14,1,Paraguay,0.374,0.393,1.359,1.392,0.423,0.456,-1.435,3.922,1,0.172,0.124,0.105,0.076,0.078,0.045,0.045,0.045,0.25,0.169,0.15,0.121,51.41,3.61,55.02,3.226,6713,4.91,10.15,4.42,50.7,PR,List PR,FPTP,0.485,0.601,80,4.4,PY,Paraguay,,6.49629212,26881459388,18.75969801,0.535038993,63.79192301,4420.35043,80.77757466,1.210506959,7.430067452,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,4420.35043,6.49629212,26881459388,18.75969801,,0.535038993,63.79192301,80.77757466,1.210506959,7.430067452
381,PRY,2009,14,0,Paraguay,0.374,0.393,1.359,1.392,0.423,0.456,-1.51,3.661,0,0.172,0.124,0.105,0.076,0.078,0.045,0.045,0.045,0.25,0.169,0.15,0.121,51.41,3.61,55.02,3.226,6376.9,-1.596,2.59,5.46,49.1,PR,List PR,FPTP,0.516,0.643,80,4.4,PY,Paraguay,,-0.261137328,26811261863,21.58143065,2.482085891,62.78148539,4349.674295,70.84198186,0.637627344,9.13708153,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,4349.674295,-0.261137328,26811261863,21.58143065,,2.482085891,62.78148539,70.84198186,0.637627344,9.13708153
382,PRY,2010,14,0,Paraguay,0.374,0.393,1.359,1.392,0.423,0.456,-1.51,3.613,0,0.172,0.124,0.105,0.076,0.078,0.045,0.045,0.045,0.25,0.169,0.15,0.121,51.41,3.61,55.02,3.226,7139,9.649,4.65,4.57,51,PR,List PR,FPTP,0.517,0.646,80,4.4,PY,Paraguay,,11.09523127,29786033373,25.42413906,0.020963645,61.70063156,4767.277902,81.25752337,2.543585564,9.061375267,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,4767.277902,11.09523127,29786033373,25.42413906,,0.020963645,61.70063156,81.25752337,2.543585564,9.061375267
383,PRY,2011,14,0,Paraguay,0.374,0.393,1.359,1.392,0.423,0.456,-1.51,3.689,0,0.172,0.124,0.105,0.076,0.078,0.045,0.045,0.045,0.25,0.169,0.15,0.121,51.41,3.61,55.02,3.226,7377,2.834,8.25,4.67,52.3,PR,List PR,FPTP,0.511,0.637,80,4.4,PY,Paraguay,,4.286371207,31062773331,28.95225032,0.090360086,60.75555337,4904.146907,78.49212385,1.72362237,10.06062398,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,4904.146907,4.286371207,31062773331,28.95225032,,0.090360086,60.75555337,78.49212385,1.72362237,10.06062398
384,PRY,2012,14,0,Paraguay,0.374,0.393,1.359,1.392,0.423,0.456,-1.323,3.689,0,0.172,0.124,0.105,0.076,0.078,0.045,0.045,0.045,0.25,0.169,0.15,0.121,51.41,3.61,55.02,3.226,7193,-1.894,3.68,4.09,47.6,PR,List PR,FPTP,0.488,0.615,80,4.4,PY,Paraguay,,-0.708043112,30842835504,31.54630209,-0.613473335,59.68137877,4803.050296,74.76495746,2.193020926,11.72544845,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,4803.050296,-0.708043112,30842835504,31.54630209,,-0.613473335,59.68137877,74.76495746,2.193020926,11.72544845
385,PRY,2013,14,1,Paraguay,0.004,0.282,0.145,1.181,0.054,0.333,-1.423,3.514,1,0.125,0.065,0.027,0,0.143,0.14,0.105,0.045,0.268,0.205,0.133,0.045,41.98,7.36,49.34,2.356,8102,6.939,2.68,4.38,47.9,PR,List PR,FPTP,0.418,0.594,80,4.4,PY,Paraguay,,8.293076489,33400655443,34.37789428,1.681179236,58.60026881,5130.453891,73.36987138,0.789409387,11.2997504,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,5130.453891,8.293076489,33400655443,34.37789428,,1.681179236,58.60026881,73.36987138,0.789409387,11.2997504
386,PRY,2014,14,0,Paraguay,0.004,0.282,0.145,1.181,0.054,0.333,-1.535,3.514,0,0.125,0.065,0.027,0,0.143,0.14,0.105,0.045,0.268,0.205,0.133,0.045,41.98,7.36,49.34,2.356,8382,3.443,5.03,5.03,50.7,PR,List PR,FPTP,0.427,0.602,80,4.4,PY,Paraguay,,5.301238592,35171303880,38.13814904,-0.013176542,57.68951944,5329.369797,69.0837241,2.038287669,11.54884576,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,5329.369797,5.301238592,35171303880,38.13814904,,-0.013176542,57.68951944,69.0837241,2.038287669,11.54884576
387,PRY,2015,14,0,Paraguay,0.004,0.282,0.145,1.181,0.054,0.333,-1.535,3.304,0,0.125,0.065,0.027,0,0.143,0.14,0.105,0.045,0.268,0.205,0.133,0.045,41.98,7.36,49.34,2.356,8539,1.705,3.13,4.56,47.6,PR,List PR,FPTP,0.42,0.588,80,4.4,PY,Paraguay,,2.957151735,36211372703,43.34964647,-0.214752596,57.02501767,5413.776021,66.94014105,1.396272974,11.80317505,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,5413.776021,2.957151735,36211372703,43.34964647,,-0.214752596,57.02501767,66.94014105,1.396272974,11.80317505
388,PRY,2016,14,0,Paraguay,0.004,0.282,0.145,1.181,0.054,0.333,-1.535,3.907,0,0.125,0.065,0.027,0,0.143,0.14,0.105,0.045,0.268,0.205,0.133,0.045,41.98,7.36,49.34,2.356,8786,2.941,4.09,5.25,47.9,PR,List PR,FPTP,0.425,0.59,80,4.4,PY,Paraguay,,4.268025833,37756883444,41.35571913,4.261657524,56.4507071,5570.605349,67.78838798,1.601235508,11.36299067,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,5570.605349,4.268025833,37756883444,41.35571913,,4.261657524,56.4507071,67.78838798,1.601235508,11.36299067
389,PRY,2017,14,0,Paraguay,0.004,0.282,0.145,1.181,0.054,0.333,-1.309,3.51,0,0.125,0.065,0.027,0,0.143,0.14,0.105,0.045,0.268,0.205,0.133,0.045,41.98,7.36,49.34,,9113.8,3.591,3.6,4.61,48.5,PR,List PR,FPTP,0.425,0.593,80,4.4,PY,Paraguay,,4.810078856,39573019311,40.51086234,3.005333814,56.11672531,5762.732645,71.48221272,1.278373382,11.10767878,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,5762.732645,4.810078856,39573019311,40.51086234,,3.005333814,56.11672531,71.48221272,1.278373382,11.10767878
390,PRY,2018,14,0,Paraguay,,,,,,,-1.415,4.359,1,,,,,,,,,,,,,41.98,7.36,49.34,,9339,2.034,3.98,6.22,46,PR,List PR,FPTP,0.423,0.585,80,4.4,PY,Paraguay,,3.204250341,40841037918,43.93701169,-0.168676422,55.93501009,5871.281311,72.52858607,0.481848416,11.5202343,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,5871.281311,3.204250341,40841037918,43.93701169,,-0.168676422,55.93501009,72.52858607,0.481848416,11.5202343
391,PRY,2019,14,0,Paraguay,,,,,,,-1.54,,0,,,,,,,,,,,,,,,,,,-1.287,2.76,6.59,45.7,PR,List PR,FPTP,0.429,0.59,80,4.4,PY,Paraguay,,-0.401855101,40676916123,46.94787657,-0.469816116,55.76362692,5774.16616,71.32765531,0.9067875,11.94626871,Latin America & Caribbean,Asuncion,-57.6362,-25.3005,Upper middle income,IBRD,5774.16616,-0.401855101,40676916123,46.94787657,,-0.469816116,55.76362692,71.32765531,0.9067875,11.94626871
392,SLV,1992,8,0,El Salvador ,,,,,,,2.781,,,0.124,0.12,0.061,0.061,0.063,0.057,0.057,0.057,0.186,0.177,0.118,0.118,,,,3.01,3750.5,5.553,11.21,7.88,,PR,List PR,TRS,0.143,0.272,84,8.2,SV,El Salvador,,7.021963316,13773195280,,-1.874298065,76.94181592,2542.903204,48.67524582,0.263348136,9.829840864,Latin America & Caribbean,San Salvador,-89.2073,13.7034,Lower middle income,IBRD,2542.903204,7.021963316,13773195280,,,-1.874298065,76.94181592,48.67524582,0.263348136,9.829840864
393,SLV,1993,8,0,El Salvador ,,,,,,,1.042,,,0.124,0.12,0.061,0.061,0.063,0.057,0.057,0.057,0.186,0.177,0.118,0.118,,,,3.01,4053,4.39,18.51,9.94,,PR,List PR,TRS,0.208,0.378,84,8.2,SV,El Salvador,,5.818315557,14574563244,,-1.224733457,75.85866166,2654.516281,53.52729049,0.24597877,9.264970939,Latin America & Caribbean,San Salvador,-89.2073,13.7034,Lower middle income,IBRD,2654.516281,5.818315557,14574563244,,,-1.224733457,75.85866166,53.52729049,0.24597877,9.264970939
394,SLV,1994,8,1,El Salvador ,2.317,2.566,3.382,3.56,1.318,1.44,1.042,,1,0.145,0.133,0.107,0.107,0.119,0.107,0.068,0.054,0.263,0.24,0.175,0.161,16.58,13.11,29.69,3.063,4316.4,3.345,10.59,7.68,,PR,List PR,TRS,0.259,0.465,84,8.2,SV,El Salvador,,4.692061727,15258410747,,-0.234218509,74.97928342,2743.373102,55.14864864,,9.26564813,Latin America & Caribbean,San Salvador,-89.2073,13.7034,Lower middle income,IBRD,2743.373102,4.692061727,15258410747,,,-0.234218509,74.97928342,55.14864864,,9.26564813
