v1,iso3c,year,code_country,ref_y,country,cbi_g,imf,tyh_vote,tyh_seats,dalton_vote,dalton_seats,knutsen_vote,knutsen_seats,vdem_pol,dalton_op,election,gdppc,gdp_growth,inflation,unemployment,gini,pr_system,idea_es_legislature,idea_es_president,lib_dem_index,elect_dem_index,legislativesize,dist_mag_mean,gcdodtotlgdzs,longitude,latitude,income,lending,gdppc_wb,gdpgrowth_wb,gdpconstant_wb,domesticcredit,debt,currentacc,pop,trade,fdi,spending,vol_growth,log_inflation,pol_sq,ln_inflation,log_gdp,vol_inf,vol_spending
1,ARG,1992,1,0,Argenti,0.80255,0.00000,,,,,,,-0.011,,0,12267.1,6.488,24.9,6.36,45.5,PR,List PR,FPTP,0.622,0.831,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,9338.699,7.937292,3.13E+11,15.44534,,-2.424839,65.54674,14.73098,1.936712,2.975538,,3.214868,0.000121,3.214868,26.46985,,
2,ARG,1993,1,0,Argenti,0.80255,0.00000,,,,,,,-0.011,,1,12926.8,6.803,18512,10.1,44.9,PR,List PR,FPTP,0.623,0.832,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,9974.005,8.206979,3.39E+11,18.28461,,-3.466178,65.01801,16.22315,1.179803,13.51038,0.2696872,9.826175,0.000121,9.826175,26.54873,18487.1,10.53484
3,ARG,1994,1,0,Argenti,0.80255,0.00000,,,,,,,-0.011,,0,13571.4,4.505,4177,11.76,45.9,PR,List PR,FPTP,0.628,0.84,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,10423.38,5.836201,3.59E+11,20.28058,,-4.264859,64.46805,18.13435,1.411953,13.1869,2.370778,8.337349,0.000121,8.337349,26.60545,14335,0.3234749
4,ARG,1995,1,1,Argenti,0.80255,0.00000,0.557,0.368,1.658,1.349,0.564,0.48,-0.011,3.668,1,13086,-4.032,3376,18.8,48.9,PR,List PR,TRS,0.63,0.837,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,10003.09,-2.84521,3.48E+11,19.96061,,-1.98346,63.97961,19.77142,2.173928,13.34946,8.68141,8.124447,0.000121,8.124447,26.57659,801,0.1625519
5,ARG,1996,1,0,Argenti,0.80255,1.00000,0.557,0.368,1.658,1.349,0.564,0.48,-0.011,3.548,0,13715.2,4.275,0.16,17.11,49.5,PR,List PR,TRS,0.619,0.831,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,10430.68,5.52669,3.68E+11,20.187,,-2.487593,63.5704,21.50647,2.553203,12.50168,8.3719,-1.832582,0.000121,-1.832582,26.63038,3375.84,0.8477783
6,ARG,1997,1,1,Argenti,0.80255,0.00000,0.769,1.395,1.708,3.099,0.693,1.122,-0.011,3.787,1,14722.7,6.865,0.53,14.82,49.1,PR,List PR,TRS,0.619,0.831,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,11146.72,8.111047,3.98E+11,21.93346,,-4.14468,63.15466,23.33618,3.127878,12.06201,2.584357,-0.6348783,0.000121,-0.6348783,26.70837,0.37,0.4396629
7,ARG,1998,1,0,Argenti,0.80255,0.00000,0.769,1.395,1.708,3.099,0.693,1.122,-0.011,4.706,0,15186,2.681,0.93,12.65,50.7,PR,List PR,TRS,0.625,0.83,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,11445.56,3.850179,4.13E+11,24.1533,,-4.844316,62.73488,23.35003,2.438769,12.49477,4.260868,-0.0725707,0.000121,-0.0725707,26.74615,0.4,0.4327602
8,ARG,1999,1,0,Argenti,0.80255,0.00000,,,,,,,-0.011,4.706,1,14577.8,-4.455,-1.67,14.05,49.8,PR,List PR,TRS,0.624,0.83,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,10935.64,-3.385457,3.99E+11,24.89334,,-4.212295,62.28345,21.38275,8.460582,13.72321,7.235636,,0.000121,,26.71171,2.6,1.228436
9,ARG,2000,1,0,Argenti,0.80255,1.00000,,,,,,,-0.011,3.651,0,14368.9,-1.875,-0.94,15,51.1,PR,List PR,TRS,0.657,0.84,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,10730.61,-0.788999,3.96E+11,23.89473,,-3.159922,61.7883,22.62244,3.665791,13.78419,2.596458,,0.000121,,26.70378,0.73,0.0609798
10,ARG,2001,1,0,Argenti,0.80255,1.00000,,,,,,,-0.011,3.753,1,13652,-5.447,-1.06,17.32,53.3,PR,List PR,TRS,0.669,0.839,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,10146.11,-4.40884,3.78E+11,20.83357,,-1.406948,61.23717,21.85225,0.8061641,14.15627,3.619841,,0.000121,,26.6587,0.1199999,0.3720827
11,ARG,2002,1,0,Argenti,0.80255,0.00000,,,,,,,-0.011,4.208,0,12094.8,-11.855,25869,19.59,53.8,PR,List PR,TRS,0.663,0.835,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,8943.308,-10.89448,3.37E+11,15.33186,,8.970785,60.73698,41.75272,2.198958,12.23525,6.485645,10.1608,0.000121,10.1608,26.54335,25870.06,1.921026
12,ARG,2003,1,1,Argenti,0.79025,0.00000,0.214,0.851,0.474,1.892,0.302,0.863,0.384,3.629,1,13088.6,7.677,13443,15.36,50.9,PR,List PR,TRS,0.648,0.813,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,9629.844,8.837041,3.67E+11,10.76271,,6.379907,60.25089,40.64475,1.294811,11.43806,19.73153,9.506214,0.147456,9.506214,26.62803,12426,0.7971907
13,ARG,2004,1,0,Argenti,0.79025,0.00000,0.214,0.851,0.474,1.892,0.302,0.863,0.384,3.631,0,14183.2,7.885,4416,13.52,48.4,PR,List PR,TRS,0.649,0.812,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,10389.15,9.029573,4.00E+11,9.682518,,1.950583,59.73097,40.69265,2.505018,11.11464,0.1925325,8.392989,0.147456,8.392989,26.71448,9027,0.3234205
14,ARG,2005,1,0,Argenti,0.79025,0.00000,,,,,,,0.796,4.023,1,15344.2,7.729,9642,11.51,47.7,PR,List PR,TRS,0.641,0.808,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,11192.18,8.85166,4.35E+11,10.65349,,2.653631,59.16315,40.55127,2.649354,12.14186,0.1779137,9.173883,0.633616,9.173883,26.79929,5226,1.027225
15,ARG,2006,1,0,Argenti,0.79025,0.00000,,,,,,,0.796,3.403,0,16490.5,6.956,10898,10.08,46.3,PR,List PR,TRS,0.624,0.788,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,11970.66,8.047152,4.70E+11,11.91026,,2.794496,58.74958,40.43348,2.381068,12.42942,0.8045082,9.296334,0.633616,9.296334,26.87669,1256,0.2875547
16,ARG,2007,1,1,Argenti,0.79025,0.00000,0.16,0.405,0.889,1.414,0.194,0.407,0.796,3.479,1,17891.9,7.924,8.83,8.47,46.2,PR,List PR,TRS,0.621,0.79,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,12919.24,9.007651,5.13E+11,13.09854,,2.103616,58.22838,40.94517,2.251294,12.98932,0.9604998,2.178155,0.633616,2.178155,26.96294,10889.17,0.5599079
17,ARG,2008,1,0,Argenti,0.79025,0.00000,0.16,0.405,0.889,1.414,0.194,0.407,0.796,3.596,0,18520.3,3.029,8585,7.84,44.9,PR,List PR,TRS,0.606,0.784,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,13310.62,4.057233,5.34E+11,12.31395,,1.499401,57.66955,40.40267,2.689901,13.63351,4.950418,9.057772,0.633616,9.057772,27.00271,8576.17,0.6441898
18,ARG,2009,1,1,Argenti,0.79025,0.00000,0.216,0.665,1.032,1.813,0.29,0.666,0.796,4.032,1,17329,-6.854,6.27,8.65,43.7,PR,List PR,TRS,0.602,0.779,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,12398.28,-5.918525,5.02E+11,12.41621,,2.178567,57.17998,34.05713,1.206439,15.9039,9.975759,1.835776,0.633616,1.835776,26.9417,8578.73,2.270383
19,ARG,2010,1,0,Argenti,0.79025,0.00000,0.216,0.665,1.032,1.813,0.29,0.666,0.796,3.661,0,18980,9.3,10649,7.71,43.6,PR,List PR,TRS,0.599,0.773,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,13551.34,10.1254,5.53E+11,12.69011,,-0.3831187,56.81597,34.97101,2.675162,15.16372,16.04392,9.273221,0.633616,9.273221,27.03815,10642.73,0.7401781
20,ARG,2011,1,1,Argenti,0.79025,0.00000,0.438,0.364,1.471,1.341,0.402,0.21,0.796,3.766,1,20003,4.789,,7.18,42.6,PR,List PR,TRS,0.594,0.774,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,14200.27,6.003952,5.86E+11,14.00871,,-1.007271,56.54175,35.20615,2.04464,15.68896,4.121447,,0.633616,,27.09646,,0.525238
21,ARG,2012,1,0,Argenti,0.76025,0.00000,0.438,0.364,1.471,1.341,0.402,0.21,0.796,3.766,0,19599,-2.145,,7.22,41.3,PR,List PR,TRS,0.591,0.773,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,13895.63,-1.02642,5.80E+11,15.21282,,-0.3915951,56.37919,30.52654,2.806672,16.64544,7.030372,,0.633616,,27.08614,,0.956481
22,ARG,2013,1,1,Argenti,0.78131,0.00000,,,,,,,1.321,3.478,1,19873,1.266,,7.1,40.9,PR,List PR,TRS,0.59,0.779,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,14071.51,2.405324,5.94E+11,15.72909,,-2.377496,56.29227,29.33393,1.779206,16.80624,3.431744,,1.745041,,27.10991,,0.1608009
23,ARG,2014,1,0,Argenti,0.78005,0.00000,,,,,,,1.321,3.478,0,19183,-3.579,,7.27,41.6,PR,List PR,TRS,0.607,0.791,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,13567.95,-2.512615,5.79E+11,13.82377,,-1.744002,56.21224,28.40679,0.9624066,16.94987,4.917939,,1.745041,,27.08446,,0.1436367
24,ARG,2015,1,1,Argenti,0.77878,0.00000,,,,,,,1.321,4.152,1,19502,1.63,,,,PR,List PR,TRS,0.6,0.775,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,13789.06,2.73116,5.95E+11,14.41423,,-2.962927,56.1036,22.48623,1.977135,18.09838,5.243775,,1.745041,,27.1114,,1.148504
25,ARG,2016,1,0,Argenti,0.77751,0.00000,,,,,,,1.321,4.179,0,18875,-3.11,,,42,PR,List PR,TRS,0.622,0.75,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,13360.21,-2.080328,5.82E+11,13.66763,,-2.709226,56.10227,26.09389,0.5847499,17.65458,4.811488,,1.745041,,27.09038,,0.4438019
26,ARG,2017,1,0,Argenti,0.77624,0.00000,,,,,,,1.321,4.374,0,19200.9,1.758,,8.35,41.1,PR,List PR,TRS,0.609,0.749,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,13595.04,2.818503,5.99E+11,15.9585,,-4.839957,56.04636,25.2896,1.789364,17.69689,4.89883,,1.745041,,27.11818,,0.0423164
27,ARG,2018,1,1,Argenti,0.77497,0.00000,,,,,,,1.321,4.596,1,18556.4,-3.55,,9.22,41.3,PR,List PR,TRS,0.625,0.779,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,13105.4,-2.617396,5.83E+11,,,-5.160554,55.95447,30.76254,2.232532,15.8051,5.435899,,1.745041,,27.09166,,1.891796
28,ARG,2019,1,0,Argenti,0.77371,0.00000,,,,,,,1.321,,0,,-3.056,,9.84,42.9,PR,List PR,TRS,0.605,0.777,257,10.7,,-58.4173,-34.6118,Upper middle income,IBRD,12712.97,-2.025934,5.71E+11,,,-0.8193128,55.85703,32.21445,1.471464,15.20949,0.5914621,,1.745041,,27.07119,,0.5956087
29,BOL,1992,2,0,Bolivia,0.77244,0.00000,,,,,,,0.108,,0,3592.1,-0.475,12.06,5.52,49.1,PR,List PR,Other,0.48,0.718,130,,,-66.1936,-13.9908,Lower middle income,IBRD,1789.24,1.646498,1.28E+10,,,-9.459782,79.34561,49.11086,1.64957,12.8705,,2.489894,0.011664,2.489894,23.27369,,
30,BOL,1993,2,1,Bolivia,0.30238,0.00000,0.585,0.682,1.7,1.836,0.454,0.656,0.108,,1,3670.3,2.103,8.53,5.99,,PR,List PR,Other,0.49,0.732,130,,,-66.1936,-13.9908,Lower middle income,IBRD,1826.866,4.269296,1.34E+10,,,-8.814795,78.84131,47.46712,2.158797,13.37044,2.622798,2.143589,0.011664,2.143589,23.3155,3.530001,0.4999352
31,BOL,1994,2,0,Bolivia,0.30238,0.00000,0.585,0.682,1.7,1.836,0.454,0.656,0.278,,0,3765.2,2.509,7.87,3.08,,PR,List PR,Other,0.497,0.742,130,,59.17172,-66.1936,-13.9908,Lower middle income,IBRD,1872.71,4.667265,1.40E+10,,59.17172,-1.508047,78.27547,48.86085,2.176804,13.56791,0.3979688,2.063058,0.077284,2.063058,23.36112,0.6599998,0.1974697
32,BOL,1995,2,0,Bolivia,0.30238,0.00000,0.585,0.682,1.7,1.836,0.454,0.656,0.278,,0,3865.4,2.542,10.19,3.69,,PR,List PR,Other,0.502,0.749,130,,57.41138,-66.1936,-13.9908,Lower middle income,IBRD,1920.318,4.678277,1.46E+10,,57.41138,-4.504692,77.68851,49.73799,5.847909,13.57262,0.0110116,2.321407,0.077284,2.321407,23.40684,2.32,0.004714
33,BOL,1996,2,0,Bolivia,0.79703,0.00000,0.585,0.682,1.7,1.836,0.454,0.656,0.278,4.46,0,3959.5,2.256,12.43,5.23,,PR,List PR,Other,0.502,0.749,130,,47.8828,-66.1936,-13.9908,Lower middle income,IBRD,1963.641,4.361342,1.53E+10,,47.8828,-5.13305,77.38474,49.85629,6.409384,13.32727,0.3169346,2.520113,0.077284,2.520113,23.44953,2.240001,0.2453537
34,BOL,1997,2,1,Bolivia,0.79703,0.00000,0.992,1.05,2.214,2.277,0.907,0.951,0.091,4.071,1,4079.5,2.863,4.71,2.08,58.2,Mixed,MMP,Other,0.529,0.754,130,3.8,46.53651,-66.1936,-13.9908,Lower middle income,IBRD,2019.852,4.954209,1.60E+10,,46.53651,-6.983634,77.01882,50.46966,9.218144,13.90353,0.5928669,1.549688,0.008281,1.549688,23.49788,7.72,0.5762625
35,BOL,1998,2,0,Bolivia,0.79703,0.00000,0.992,1.05,2.214,2.277,0.907,0.951,0.091,4.588,0,4205.7,2.963,7.67,,,Mixed,MMP,Other,0.53,0.756,130,3.8,47.07519,-66.1936,-13.9908,Lower middle income,IBRD,2079.697,5.029355,1.68E+10,,47.07519,-7.838734,76.57906,52.28116,11.17146,14.21887,0.0751457,2.037317,0.008281,2.037317,23.54695,2.96,0.3153419
36,BOL,1999,2,0,Bolivia,0.79703,0.00000,0.992,1.05,2.214,2.277,0.907,0.951,0.091,4.588,0,4146.5,-1.523,2.16,3.93,58.1,Mixed,MMP,Other,0.536,0.761,130,3.8,56.25758,-66.1936,-13.9908,Lower middle income,IBRD,2048.026,0.4268854,1.69E+10,,56.25758,-5.890109,76.03695,44.16825,12.19663,14.79789,4.602469,0.7701083,0.008281,0.7701083,23.55121,5.51,0.5790215
37,BOL,2000,2,0,Bolivia,0.79703,0.00000,0.992,1.05,2.214,2.277,0.907,0.951,0.091,3.781,0,4173.6,0.545,4.61,4.47,61.6,Mixed,MMP,Other,0.54,0.761,130,3.8,60.1092,-66.1936,-13.9908,Lower middle income,IBRD,2059.185,2.507811,1.73E+10,,60.1092,-5.31501,75.39043,45.59777,8.76825,14.5393,2.080925,1.528228,0.008281,1.528228,23.57598,2.45,0.2585926
38,BOL,2001,2,0,Bolivia,0.79703,0.00000,0.992,1.05,2.214,2.277,0.907,0.951,0.091,4.046,0,4166.5,-0.236,1.59,5.24,57.4,Mixed,MMP,Other,0.54,0.76,130,3.8,68.33985,-66.1936,-13.9908,Lower middle income,IBRD,2054.331,1.683799,1.76E+10,,68.33985,-3.365599,74.88611,45.22782,8.668583,15.72413,0.8240117,0.463734,0.008281,0.463734,23.59268,3.02,1.184831
39,BOL,2002,2,1,Bolivia,0.79703,0.00000,1.585,1.651,2.798,2.855,0.995,1.014,0.291,4.997,1,4193.8,0.58,0.93,5.48,59.3,Mixed,MMP,Other,0.53,0.747,130,1.69,,-66.1936,-13.9908,Lower middle income,IBRD,2066.242,2.485566,1.81E+10,,,-4.451756,74.29444,49.35026,8.557894,15.96789,0.8017665,-0.0725707,0.084681,-0.0725707,23.61723,0.66,0.2437592
40,BOL,2003,2,0,Bolivia,0.79703,1.00000,1.585,1.651,2.798,2.855,0.995,1.014,0.902,4.647,0,4230.4,0.831,3.34,,,Mixed,MMP,Other,0.533,0.739,130,1.69,,-66.1936,-13.9908,Lower middle income,IBRD,2083.422,2.71134,1.86E+10,,,0.9353065,73.64064,51.96784,2.442354,16.52114,0.2257743,1.205971,0.813604,1.205971,23.64398,2.41,0.5532513
41,BOL,2004,2,0,Bolivia,0.79703,0.00000,1.585,1.651,2.798,2.855,0.995,1.014,0.902,3.387,0,4330.6,2.298,4.44,4.17,55,Mixed,MMP,Other,0.551,0.767,130,1.69,,-66.1936,-13.9908,Lower middle income,IBRD,2131.307,4.173295,1.93E+10,,,3.846826,72.94731,57.46427,0.7457726,16.25854,1.461956,1.490654,0.813604,1.490654,23.68487,1.1,0.2626057
42,BOL,2005,2,0,Bolivia,0.79703,0.00000,1.585,1.651,2.798,2.855,0.995,1.014,0.779,4.447,1,4445.4,2.575,5.39,5.45,58.5,Mixed,MMP,Other,0.544,0.764,130,1.69,,-66.1936,-13.9908,Lower middle income,IBRD,2186.187,4.421433,2.02E+10,45.02546,,6.518317,72.22328,67.64194,-2.49888,15.97456,0.2481375,1.684545,0.606841,1.684545,23.72813,0.9499998,0.2839775
43,BOL,2006,2,1,Bolivia,0.79703,0.00000,3.851,3.902,4.361,4.39,1.845,1.87,0.779,3.8,0,4581.9,2.977,4.28,5.08,56.7,Mixed,MMP,Other,0.473,0.74,130,1.69,,-66.1936,-13.9908,Lower middle income,IBRD,2251.275,4.797009,2.12E+10,37.80009,,11.50443,71.56335,74.53785,2.451682,14.35423,0.375576,1.453953,0.606841,1.453953,23.77499,1.11,1.620325
44,BOL,2007,2,0,Bolivia,0.79703,0.00000,3.851,3.902,4.361,4.39,1.845,1.87,1.258,4.069,0,4713.5,2.781,8.71,5.18,54.5,Mixed,MMP,Other,0.462,0.725,130,1.69,,-66.1936,-13.9908,Lower middle income,IBRD,2313.891,4.564384,2.21E+10,36.96843,,12.12823,70.81264,76.06191,2.791838,14.05865,0.2326245,2.164472,1.582564,2.164472,23.81962,4.43,0.2955799
45,BOL,2008,2,0,Bolivia,0.79703,0.00000,3.851,3.902,4.361,4.39,1.845,1.87,1.258,3.556,0,4924,4.369,14.01,2.6,50.8,Mixed,MMP,Other,0.461,0.73,130,1.69,,-66.1936,-13.9908,Lower middle income,IBRD,2414.973,6.148498,2.35E+10,34.69262,,11.9507,70.00479,82.86702,3.072602,13.27737,1.584114,2.639771,1.582564,2.639771,23.87929,5.3,0.7812786
46,BOL,2009,2,0,Bolivia,0.79703,0.00000,3.851,3.902,4.361,4.39,1.845,1.87,1.05,3.464,1,5011.3,1.649,3.35,2.97,49.2,Mixed,MMP,TRS,0.449,0.729,130,1.69,,-66.1936,-13.9908,Lower middle income,IBRD,2454.8,3.357,2.43E+10,37.01822,,4.691698,69.1824,68.62708,2.439678,14.70877,2.791498,1.20896,1.1025,1.20896,23.91231,10.66,1.431391
47,BOL,2010,2,1,Bolivia,0.79703,0.00000,1.618,1.709,2.826,2.905,1.104,1.166,0.895,3.272,0,5141.8,2.429,2.5,,,Mixed,MMP,TRS,0.411,0.687,130,1.69,,-66.1936,-13.9908,Lower middle income,IBRD,2514.435,4.126723,2.53E+10,40.34229,,4.446626,68.36909,75.51163,3.165444,13.83122,0.7697232,0.9162908,0.801025,0.9162908,23.95275,0.8499999,0.8775463
48,BOL,2011,2,0,Bolivia,0.79703,0.00000,1.618,1.709,2.826,2.905,1.104,1.166,0.895,3.977,0,5331,3.511,9.88,2.25,46.1,Mixed,MMP,TRS,0.412,0.684,130,1.69,,-66.1936,-13.9908,Lower middle income,IBRD,2602.719,5.204093,2.66E+10,40.79309,,2.241807,67.5526,82.48039,3.584442,13.7771,1.07737,2.290513,0.801025,2.290513,24.00348,7.38,0.0541172
49,BOL,2012,2,0,Bolivia,0.79703,0.00000,1.618,1.709,2.826,2.905,1.104,1.166,0.68,3.977,0,5511,3.454,4.52,2.07,46.6,Mixed,MMP,TRS,0.407,0.686,130,1.69,,-66.1936,-13.9908,Lower middle income,IBRD,2692.607,5.122275,2.79E+10,44.13691,,7.273678,66.77544,84.94876,3.91355,13.43963,0.0818172,1.508512,0.4624,1.508512,24.05343,5.36,0.3374748
50,BOL,2013,2,0,Bolivia,0.79703,0.00000,1.618,1.709,2.826,2.905,1.104,1.166,0.68,3.248,0,5789,5.128,5.74,2.44,47.6,Mixed,MMP,TRS,0.412,0.67,130,1.69,,-66.1936,-13.9908,Lower middle income,IBRD,2830.673,6.796011,2.98E+10,46.67966,,3.437721,66.00895,81.23091,5.706622,13.84151,1.673736,1.747459,0.4624,1.747459,24.11918,1.22,0.4018879
51,BOL,2014,2,0,Bolivia,0.91716,0.00000,1.618,1.709,2.826,2.905,1.104,1.166,0.68,3.248,1,6007,3.844,5.77,2.02,47.8,Mixed,MMP,TRS,0.404,0.658,130,1.69,,-66.1936,-13.9908,Lower middle income,IBRD,2939.478,5.460569,3.15E+10,50.32242,,1.716049,65.21075,85.26447,1.989825,14.70705,1.335442,1.752672,0.4624,1.752672,24.17235,0.0300002,0.8655319
52,BOL,2015,2,1,Bolivia,0.93450,0.00000,3.805,3.818,4.335,4.342,1.814,1.826,0.68,3.979,0,6200,3.283,4.06,3.11,46.7,Mixed,MMP,TRS,0.38,0.627,130,1.69,,-66.1936,-13.9908,Lower middle income,IBRD,3035.972,4.857187,3.30E+10,58.06612,,-5.867266,64.36851,67.93285,1.680728,17.49526,0.6033821,1.401183,0.4624,1.401183,24.21978,1.71,2.788212
53,BOL,2016,2,0,Bolivia,0.95185,0.00000,3.805,3.818,4.335,4.342,1.814,1.826,1.31,3.993,0,6355,2.732,3.62,3.5,45.3,Mixed,MMP,TRS,0.377,0.63,130,1.69,,-66.1936,-13.9908,Lower middle income,IBRD,3118.914,4.263921,3.44E+10,63.97377,,-5.619272,63.62347,56.40104,0.9880801,17.45825,0.5932665,1.286474,1.7161,1.286474,24.26153,0.4400001,0.0370064
54,BOL,2017,2,0,Bolivia,0.96919,0.00000,3.805,3.818,4.335,4.342,1.814,1.826,1.31,5.376,0,6521.4,2.696,2.82,3.65,44.6,Mixed,MMP,TRS,0.377,0.63,130,1.69,,-66.1936,-13.9908,Lower middle income,IBRD,3203.004,4.195206,3.59E+10,64.53471,,-5.060812,62.81472,56.70465,1.899493,17.02164,0.0687146,1.036737,1.7161,1.036737,24.30263,0.8,0.4366112
55,BOL,2018,2,0,Bolivia,0.98654,0.00000,3.805,3.818,4.335,4.342,1.814,1.826,1.31,4.816,0,6695.8,2.752,2.27,3.52,42.6,Mixed,MMP,TRS,0.357,0.614,130,1.69,,-66.1936,-13.9908,Lower middle income,IBRD,3291.156,4.223624,3.74E+10,67.85429,,-4.281655,61.98396,57.10997,0.7505248,17.52564,0.0284176,0.8197798,1.7161,0.8197798,24.344,0.55,0.5040035
56,BOL,2019,2,0,Bolivia,0.98654,0.00000,3.805,3.818,4.335,4.342,1.814,1.826,1.561,,,,0.797,1.84,3.82,41.6,Mixed,MMP,TRS,0.318,0.561,130,1.69,,-66.1936,-13.9908,Lower middle income,IBRD,3317.371,2.216706,3.82E+10,71.19817,,-3.367386,61.19645,56.39731,-0.529735,18.14309,2.006918,0.6097656,2.436721,0.6097656,24.36592,0.4299999,0.6174469
57,BRA,1992,3,0,Brazil,0.25488,1.00000,,,,,,,1.421,,0,7812.8,-2.152,951.96,6.42,53.2,PR,List PR,TRS,0.729,0.849,513,19,,-47.9292,-15.7801,Upper middle income,IBRD,5974.59,-0.544072,9.22E+11,84.4659,,1.855339,63.18772,19.25338,0.6279938,17.06302,,6.858523,2.019241,6.858523,27.54942,,
58,BRA,1993,3,0,Brazil,0.25488,0.00000,,,,,,,0.27,,0,8166.2,2.937,1927.38,6.03,60.1,PR,List PR,TRS,0.731,0.851,513,19,,-47.9292,-15.7801,Upper middle income,IBRD,6165.317,4.92469,9.67E+11,134.1136,,0.0054304,62.25596,19.59932,0.350805,17.66402,5.468762,7.563917,0.0729,7.563917,27.59749,975.42,0.6010056
59,BRA,1994,3,1,Brazil,0.25488,0.00000,,,,,,,0.27,,1,8615.7,3.628,2075.89,,,PR,List PR,TRS,0.736,0.859,513,19,,-47.9292,-15.7801,Upper middle income,IBRD,6420.407,5.85287,1.02E+12,69.5232,,-0.2194644,61.20807,18.67476,0.5847309,17.86572,0.9281807,7.638145,0.0729,7.638145,27.65437,148.5099,0.2016945
60,BRA,1995,3,0,Brazil,0.25488,0.00000,,,,,,,0.27,5.511,0,8951.7,2.749,66.01,6.42,59.6,PR,List PR,TRS,0.741,0.863,513,19,,-47.9292,-15.7801,Upper middle income,IBRD,6584.739,4.223794,1.07E+12,43.49453,,-2.357366,60.02899,16.98446,0.6315858,20.92793,1.629077,4.189806,0.0729,4.189806,27.69574,2009.88,3.062208
61,BRA,1996,3,0,Brazil,0.25488,0.00000,,,,,,,0.27,5.73,0,9124.5,0.596,15.76,7.25,59.9,PR,List PR,TRS,0.741,0.866,513,19,,-47.9292,-15.7801,Upper middle income,IBRD,6624.101,2.208864,1.09E+12,40.77849,,-2.733687,58.95001,15.63559,1.475965,19.75083,2.01493,2.757475,0.0729,2.757475,27.71758,50.25,1.177099
62,BRA,1997,3,0,Brazil,0.25488,0.00000,,,,,,,0.27,4.408,0,9410,1.791,6.93,8.16,59.8,PR,List PR,TRS,0.741,0.866,513,19,,-47.9292,-15.7801,Upper middle income,IBRD,6742.712,3.394846,1.13E+12,40.85224,,-3.467438,57.77415,16.57621,2.150452,19.5353,1.185982,1.93586,0.0729,1.93586,27.75097,8.83,0.2155304
63,BRA,1998,3,1,Brazil,0.25488,1.00000,,,,,,,0.27,5.285,1,9419.1,-1.184,3.2,9.42,59.6,PR,List PR,TRS,0.741,0.866,513,19,,-47.9292,-15.7801,Upper middle income,IBRD,6662.854,0.3380979,1.13E+12,29.53226,,-3.911799,56.55986,16.43859,3.340887,20.07053,3.056748,1.163151,0.0729,1.163151,27.75434,3.73,0.5352364
64,BRA,1999,3,0,Brazil,0.25488,0.00000,,,,,,,0.27,5.285,0,9441.8,-1.009,4.86,10.21,59,PR,List PR,TRS,0.741,0.866,513,19,,-47.9292,-15.7801,Upper middle income,IBRD,6595.616,0.4679376,1.14E+12,29.82691,,-4.305287,55.38669,20.98217,4.73377,19.78269,0.1298397,1.581038,0.0729,1.581038,27.75902,1.66,0.2878418
65,BRA,2000,3,0,Brazil,0.25488,0.00000,,,,,,,0.27,5.183,0,9834.4,2.912,7.04,,,PR,List PR,TRS,0.749,0.87,513,19,,-47.9292,-15.7801,Upper middle income,IBRD,6787.669,4.387949,1.19E+12,31.14099,,-3.808026,54.2909,22.63976,5.033917,18.76785,3.920012,1.951608,0.0729,1.951608,27.80196,2.18,1.014845
66,BRA,2001,3,0,Brazil,0.25488,1.00000,,,,,,,0.27,5.843,0,9953.3,0.013,6.84,9.61,58.4,PR,List PR,TRS,0.749,0.87,513,19,,-47.9292,-15.7801,Upper middle income,IBRD,6788.577,1.389896,1.20E+12,29.00404,,-4.235659,53.44215,26.93629,4.147593,19.34329,2.998053,1.922788,0.0729,1.922788,27.81577,0.1999998,0.575449
