v1,iso3c,year,code_country,ref_y,country,cbi_g,imf,tyh_vote,tyh_seats,dalton_vote,dalton_seats,knutsen_vote,knutsen_seats,vdem_pol,dalton_op,election,gdppc,gdp_growth,inflation,unemployment,gini,pr_system,idea_es_legislature,idea_es_president,lib_dem_index,elect_dem_index,legislativesize,dist_mag_mean,gcdodtotlgdzs,longitude,latitude,income,lending,gdppc_wb,gdpgrowth_wb,gdpconstant_wb,domesticcredit,debt,currentacc,pop,trade,fdi,spending,vol_growth,log_inflation,pol_sq,ln_inflation,log_gdp,vol_inf,vol_spending
196,ECU,2019,7,0,Ecuador,0.42118,0.00000,3.443,3.81,4.123,4.338,1.597,1.822,1.504,4.176,0,,-1.612,0.27,3.81,45.7,PR,List PR,TRS,0.479,0.649,137,2.74,,-78.5243,-0.229498,Upper middle income,IBRD,5853.813,0.0121051,1.02E+11,42.48932,,-0.0570394,54.03377,46.07682,0.9014295,14.41474,1.277187,-1.309333,2.262016,-1.309333,25.34531,0.49,0.3016138
392,SLV,1992,8,0,El Salvador,0.34106,1.00000,,,,,,,2.781,,,3750.5,5.553,11.21,7.88,,PR,List PR,TRS,0.143,0.272,84,8.2,,-89.2073,13.7034,Lower middle income,IBRD,2542.903,7.021963,1.38E+10,,,-1.874298,76.94182,48.67525,0.2633481,9.829841,,2.416806,7.733961,2.416806,23.34599,,
393,SLV,1993,8,0,El Salvador,0.34106,1.00000,,,,,,,1.042,,,4053,4.39,18.51,9.94,,PR,List PR,TRS,0.208,0.378,84,8.2,,-89.2073,13.7034,Lower middle income,IBRD,2654.516,5.818316,1.46E+10,,,-1.224733,75.85867,53.52729,0.2459788,9.264971,1.203648,2.918311,1.085764,2.918311,23.40254,7.3,0.5648699
394,SLV,1994,8,1,El Salvador,0.34106,0.00000,2.317,2.566,3.382,3.56,1.318,1.44,1.042,,1,4316.4,3.345,10.59,7.68,,PR,List PR,TRS,0.259,0.465,84,8.2,,-89.2073,13.7034,Lower middle income,IBRD,2743.373,4.692062,1.53E+10,,,-0.2342185,74.97929,55.14865,,9.265648,1.126254,2.35991,1.085764,2.35991,23.4484,7.92,0.0006771
395,SLV,1995,8,0,El Salvador,0.34106,1.00000,2.317,2.566,3.382,3.56,1.318,1.44,1.042,,0,4592.3,3.494,10.03,7.65,49.9,PR,List PR,TRS,0.283,0.486,84,8.2,,-89.2073,13.7034,Lower middle income,IBRD,2839.205,4.734081,1.60E+10,,,-2.931841,74.28278,59.36076,0.4263332,9.770073,0.0420194,2.305581,1.085764,2.305581,23.49465,0.5600004,0.504425
396,SLV,1996,8,0,El Salvador,0.34106,0.00000,2.317,2.566,3.382,3.56,1.318,1.44,1.042,5.007,0,4671.3,-0.269,9.79,7.68,51,PR,List PR,TRS,0.286,0.488,84,8.2,,-89.2073,13.7034,Lower middle income,IBRD,2831.388,0.8114619,1.61E+10,,,-1.76341,73.90593,55.28186,,10.92758,3.922619,2.281361,1.085764,2.281361,23.50273,0.2399998,1.157509
397,SLV,1997,8,1,El Salvador,0.34106,1.00000,5.799,5.649,5.351,5.282,2.111,2.083,1.042,5.253,1,4882.7,2.124,4.49,7.98,,PR,List PR,TRS,0.287,0.491,84,5.6,,-89.2073,13.7034,Lower middle income,IBRD,2891.602,3.13797,1.66E+10,,,-0.9563838,73.57127,63.55709,0.577629,10.88321,2.326508,1.501853,1.085764,1.501853,23.53363,5.3,0.0443735
398,SLV,1998,8,0,El Salvador,0.34106,1.00000,5.799,5.649,5.351,5.282,2.111,2.083,1.042,5.242,0,5077.9,1.743,2.55,7.1,54.5,PR,List PR,TRS,0.295,0.491,84,5.6,24.65293,-89.2073,13.7034,Lower middle income,IBRD,2941.94,2.652277,1.71E+10,,24.65293,-0.8292381,73.28753,60.87229,10.08245,11.82708,0.4856927,0.9360933,1.085764,0.9360933,23.55981,1.94,0.9438696
399,SLV,1999,8,0,El Salvador,0.34106,0.00000,5.799,5.649,5.351,5.282,2.111,2.083,1.042,5.242,0,5263.9,1.338,0.51,6.68,52.2,PR,List PR,TRS,0.304,0.504,84,5.6,28.19066,-89.2073,13.7034,Lower middle income,IBRD,2981.342,2.162034,1.74E+10,,28.19066,-2.120665,73.03548,60.99049,1.912409,12.51142,0.4902434,-0.6733446,1.085764,-0.6733446,23.5812,2.04,0.6843443
400,SLV,2000,8,1,El Salvador,0.75756,0.00000,5.365,5.441,5.147,5.183,2.028,2.089,0.926,4.32,1,5403.7,0.386,2.27,6.96,51.5,PR,List PR,TRS,0.325,0.528,84,5.6,27.37641,-89.2073,13.7034,Lower middle income,IBRD,2992.901,1.127907,1.76E+10,,27.37641,-3.652971,72.76357,68.71009,1.471371,13.08574,1.034127,0.8197798,0.857476,0.8197798,23.59241,1.76,0.5743198
401,SLV,2001,8,0,El Salvador,0.75756,0.00000,5.365,5.441,5.147,5.183,2.028,2.089,0.926,5.216,0,5550.2,0.212,3.75,6.96,51.4,PR,List PR,TRS,0.334,0.539,84,5.6,35.37055,-89.2073,13.7034,Lower middle income,IBRD,2999.324,0.8796136,1.78E+10,45.91287,35.37055,-1.223689,72.35275,65.89074,2.270704,13.80666,0.2482933,1.321756,0.857476,1.321756,23.60117,1.48,0.7209167
402,SLV,2002,8,0,El Salvador,0.75756,0.00000,5.365,5.441,5.147,5.183,2.028,2.089,0.926,4.594,0,5751.1,0.982,1.87,5.73,51.9,PR,List PR,TRS,0.339,0.551,84,5.6,62.44695,-89.2073,13.7034,Lower middle income,IBRD,3028.546,1.572918,1.81E+10,45.56046,62.44695,-3.199178,71.86206,65.91909,3.711252,14.01569,0.6933048,0.6259384,0.857476,0.6259384,23.61678,1.88,0.2090359
403,SLV,2003,8,1,El Salvador,0.75756,0.00000,6.656,7.585,5.733,6.12,2.235,2.586,0.926,5.659,0,5957.2,1.021,2.12,6.26,50.5,PR,List PR,TRS,0.335,0.54,84,5.6,57.91122,-89.2073,13.7034,Lower middle income,IBRD,3059.566,1.565393,1.83E+10,47.42865,57.91122,-5.302052,71.26873,68.23698,1.066152,13.80768,0.0075253,0.751416,0.857476,0.751416,23.63231,0.2499999,0.2080107
404,SLV,2004,8,0,El Salvador,0.75756,0.00000,6.656,7.585,5.733,6.12,2.235,2.586,0.926,5.582,0,6146,0.393,4.45,6.05,47.8,PR,List PR,TRS,0.338,0.541,84,5.6,56.5006,-89.2073,13.7034,Lower middle income,IBRD,3071.546,0.8894045,1.85E+10,48.15519,56.5006,-4.676749,70.56665,69.78226,2.646812,13.77058,0.6759886,1.492904,0.857476,1.492904,23.64116,2.33,0.0371065
405,SLV,2005,8,0,El Salvador,0.75756,0.00000,6.656,7.585,5.733,6.12,2.235,2.586,0.926,6.052,0,6441.5,2.227,4.69,7.22,48.5,PR,List PR,TRS,0.345,0.542,84,5.6,56.21581,-89.2073,13.7034,Lower middle income,IBRD,3140.033,2.710398,1.90E+10,49.92392,56.21581,-4.229079,69.75448,69.71581,3.477616,13.99483,1.820993,1.545433,0.857476,1.545433,23.66791,0.2400002,0.2242517
406,SLV,2006,8,1,El Salvador,0.75756,0.00000,10.595,10.813,7.233,7.307,2.999,3.074,0.926,5.416,1,6782.2,3.875,4.04,6.57,45.7,PR,List PR,TRS,0.362,0.566,84,5.6,50.51222,-89.2073,13.7034,Lower middle income,IBRD,3261.764,4.344813,1.98E+10,50.27642,50.51222,-4.784783,68.36799,73.45557,1.507073,14.33435,1.634415,1.396245,0.857476,1.396245,23.71044,0.6500001,0.3395195
407,SLV,2007,8,0,El Salvador,0.75756,0.00000,10.595,10.813,7.233,7.307,2.999,3.074,0.926,4.059,0,7139.2,1.42,4.58,6.41,45.2,PR,List PR,TRS,0.365,0.571,84,8.24,48.48237,-89.2073,13.7034,Lower middle income,IBRD,3308.05,1.859705,2.02E+10,51.5343,48.48237,-7.151292,67.10163,77.62106,9.114347,14.3442,2.485108,1.521699,0.857476,1.521699,23.72886,0.54,0.0098543
408,SLV,2008,8,0,El Salvador,0.75756,0.00000,10.595,10.813,7.233,7.307,2.999,3.074,0.926,4.808,0,7312.7,2.137,6.71,5.88,46.9,PR,List PR,TRS,0.37,0.569,84,8.24,48.42694,-89.2073,13.7034,Lower middle income,IBRD,3364.1,2.126699,2.06E+10,51.05487,48.42694,-8.51826,65.86473,80.66598,5.020601,14.71071,0.2669945,1.903599,0.857476,1.903599,23.74991,2.13,0.3665113
409,SLV,2009,8,1,El Salvador,0.75756,1.00000,8.387,8.337,6.435,6.417,2.712,2.725,0.926,5.134,1,7166.2,-2.498,1.06,7.33,45.8,PR,List PR,TRS,0.401,0.596,84,8.24,58.14692,-89.2073,13.7034,Lower middle income,IBRD,3280.021,-2.087324,2.02E+10,50.00312,58.14692,-1.77368,64.56078,66.07119,2.094864,16.1017,4.214023,0.0582689,0.857476,0.0582689,23.72882,5.65,1.390985
410,SLV,2010,8,0,El Salvador,0.75756,1.00000,8.387,8.337,6.435,6.417,2.712,2.725,0.848,4.399,0,7351.1,1.673,1.18,4.89,43.5,PR,List PR,TRS,0.428,0.62,84,8.24,57.49429,-89.2073,13.7034,Lower middle income,IBRD,3334.933,2.106742,2.06E+10,47.91312,57.49429,-2.888216,63.1694,73.53728,-0.6134062,15.71158,4.194066,0.1655144,0.719104,0.1655144,23.74966,0.12,0.3901186
411,SLV,2011,8,0,El Salvador,0.75756,0.00000,8.387,8.337,6.435,6.417,2.712,2.725,0.848,5.266,0,7607,3.369,5.13,4.3,42.3,PR,List PR,TRS,0.43,0.62,84,8.24,54.56257,-89.2073,13.7034,Lower middle income,IBRD,3447.35,3.817056,2.14E+10,45.82431,54.56257,-5.481052,61.77733,79.27664,0.6039308,15.75589,1.710315,1.635106,0.719104,1.635106,23.78712,3.95,0.0443087
412,SLV,2012,8,1,El Salvador,0.75756,0.00000,7.955,8.107,6.268,6.327,2.621,2.688,0.848,5.266,1,7726,2.364,1.73,3.84,41.8,PR,List PR,TRS,0.438,0.625,84,8.24,,-89.2073,13.7034,Lower middle income,IBRD,3528.867,2.815502,2.20E+10,45.29042,,-5.797215,60.25371,77.64857,2.01124,15.75744,1.001554,0.5481214,0.719104,0.5481214,23.81489,3.4,0.0015516
413,SLV,2013,8,0,El Salvador,0.90829,0.00000,7.955,8.107,6.268,6.327,2.621,2.688,0.848,4.531,0,7845,1.776,0.76,3.69,43.4,PR,List PR,TRS,0.449,0.633,84,8.24,62.39928,-89.2073,13.7034,Lower middle income,IBRD,3591.427,2.232143,2.25E+10,47.66045,62.39928,-6.904747,58.75601,80.45119,1.114909,16.30588,0.583359,-0.2744369,0.719104,-0.2744369,23.83697,0.97,0.54844
414,SLV,2014,8,0,El Salvador,0.93642,0.00000,7.955,8.107,6.268,6.327,2.621,2.688,0.848,4.531,0,7935,1.242,1.14,4.15,41.6,PR,List PR,TRS,0.485,0.684,84,8.24,50.83796,-89.2073,13.7034,Lower middle income,IBRD,3636.01,1.71071,2.29E+10,49.47663,50.83796,-5.371387,57.49622,78.10442,2.240895,15.95417,0.521433,0.1310282,0.719104,0.1310282,23.85393,0.38,0.3517141
415,SLV,2015,8,1,El Salvador,0.96455,0.00000,10.64,10.917,7.249,7.343,3.033,3.124,0.78,5.642,1,8109,1.909,-0.73,4,40.6,PR,List PR,TRS,0.473,0.668,84,8.24,51.2784,-89.2073,13.7034,Lower middle income,IBRD,3705.58,2.398973,2.34E+10,50.18229,51.2784,-3.215929,56.56345,76.56027,2.109978,16.49744,0.6882633,,0.6083999,,23.87763,1.87,0.5432749
416,SLV,2016,8,0,El Salvador,0.99268,0.00000,10.64,10.917,7.249,7.343,3.033,3.124,0.78,6.225,0,8280,2.046,0.6,4.42,40,PR,List PR,TRS,0.48,0.67,84,8.24,52.06565,-89.2073,13.7034,Lower middle income,IBRD,3781.379,2.545926,2.40E+10,51.15004,52.06565,-2.274033,55.71004,72.81909,1.98198,16.31644,0.1469529,-0.5108256,0.6083999,-0.5108256,23.90277,1.33,0.1810036
417,SLV,2017,8,0,El Salvador,1.02080,0.00000,10.64,10.917,7.249,7.343,3.033,3.124,0.78,4.922,0,8428,1.738,1.01,4.39,38,PR,List PR,TRS,0.482,0.683,84,8.24,,-89.2073,13.7034,Lower middle income,IBRD,3846.974,2.24667,2.46E+10,52.16339,,-1.859907,55.15983,74.30465,2.016885,16.13311,0.2992561,0.0099503,0.6083999,0.0099503,23.92499,0.41,0.1833286
418,SLV,2018,8,1,El Salvador,1.04893,0.00000,7.548,8.264,6.105,6.388,2.228,2.444,0.78,5.185,0,8598.2,1.911,1.09,4.01,38.6,PR,List PR,TRS,0.449,0.643,84,8.24,,-89.2073,13.7034,Lower middle income,IBRD,3920.526,2.432288,2.52E+10,53.5118,,-3.301793,54.84472,75.63361,1.586205,16.10966,0.1856177,0.0861777,0.6083999,0.0861777,23.94902,0.08,0.0234528
419,SLV,2019,8,0,El Salvador,1.07706,0.00000,7.548,8.264,6.105,6.388,2.228,2.444,0.78,,,,1.862,0.08,4.17,38.8,PR,List PR,TRS,0.451,0.644,84,8.24,,-89.2073,13.7034,Lower middle income,IBRD,3993.529,2.382581,2.58E+10,55.29927,,-0.4214503,54.62649,75.97683,2.588749,16.2325,0.0497062,-2.525729,0.6083999,-2.525729,23.97257,1.01,0.1228409
197,GTM,1992,9,0,Guatemala,0.68350,1.00000,,,,,,,1.595,,0,5303.6,2.122,10.05,,,PR,List PR,TRS,0.218,0.391,80,6.1,15.83122,-90.5328,14.6248,Upper middle income,IBRD,2817.231,4.838339,2.69E+10,,15.83122,-6.760949,96.17081,45.36225,0.9012683,6.424883,,2.307573,2.544025,2.307573,24.01494,,
198,GTM,1993,9,0,Guatemala,0.68350,0.00000,,,,,,,1.595,,0,5383,1.31,11.82,,,PR,List PR,TRS,0.226,0.393,80,6.1,13.62251,-90.5328,14.6248,Upper middle income,IBRD,2854.133,3.927132,2.79E+10,,13.62251,-6.155294,95.91393,43.77893,1.250006,6.356311,0.911207,2.469793,2.544025,2.469793,24.05346,1.77,0.0685716
199,GTM,1994,9,0,Guatemala,0.68350,0.00000,,,,,,,1.595,,0,5414.5,1.475,10.86,,,PR,List PR,TRS,0.242,0.407,80,6.1,13.16195,-90.5328,14.6248,Upper middle income,IBRD,2896.223,4.033741,2.91E+10,,13.16195,-4.816211,95.48003,42.37089,0.5021861,5.573249,0.1066096,2.385086,2.544025,2.385086,24.093,0.96,0.783062
200,GTM,1995,9,0,Guatemala,0.68350,0.00000,,,,,,,1.595,,1,5501,2.405,8.41,,,PR,List PR,TRS,0.248,0.413,80,4,11.405,-90.5328,14.6248,Upper middle income,IBRD,2965.892,4.948547,3.05E+10,,11.405,-3.903679,94.8138,44.68943,0.5131213,5.509959,0.9148059,2.129421,2.544025,2.129421,24.1413,2.45,0.0632901
201,GTM,1996,9,1,Guatemala,0.68350,0.00000,0.153,0.194,0.87,0.978,0.278,0.352,1.595,4.222,0,5511.9,0.513,11.06,,,PR,List PR,TRS,0.266,0.445,80,4,11.24183,-90.5328,14.6248,Upper middle income,IBRD,2981.121,2.95778,3.14E+10,,11.24183,-2.877223,94.42635,40.39295,0.4905953,5.080309,1.990767,2.403335,2.544025,2.403335,24.17045,2.650001,0.4296503
202,GTM,1997,9,0,Guatemala,0.68350,0.00000,0.153,0.194,0.87,0.978,0.278,0.352,-0.809,5.337,0,5601.2,1.932,9.23,,,PR,List PR,TRS,0.302,0.504,80,4,11.34522,-90.5328,14.6248,Upper middle income,IBRD,3038.714,4.36409,3.28E+10,,11.34522,-3.560984,93.71049,41.55195,3.54918,4.997302,1.40631,2.222459,0.6544811,2.222459,24.21317,1.830001,0.0830073
203,GTM,1998,9,0,Guatemala,0.68350,0.00000,0.153,0.194,0.87,0.978,0.278,0.352,-0.809,5.377,0,5730.7,2.543,6.61,,,PR,List PR,TRS,0.303,0.504,80,4,11.28017,-90.5328,14.6248,Upper middle income,IBRD,3115.978,4.993528,3.44E+10,,11.28017,-5.35743,92.80874,44.42374,6.941304,5.677462,0.6294379,1.888584,0.6544811,1.888584,24.2619,2.619999,0.68016
204,GTM,1999,9,0,Guatemala,0.68350,0.00000,0.153,0.194,0.87,0.978,0.278,0.352,-0.809,5.377,1,5824.9,1.415,5.21,,,PR,List PR,TRS,0.306,0.506,113,4,13.47019,-90.5328,14.6248,Upper middle income,IBRD,3160.08,3.847062,3.57E+10,,13.47019,-5.600376,91.95493,46.36051,5.04738,6.321636,1.146466,1.65058,0.6544811,1.65058,24.29965,1.4,0.6441746
205,GTM,2000,9,1,Guatemala,0.68350,0.00000,1.237,0.727,2.472,1.894,0.663,0.487,-0.809,4.691,0,5860.3,1.118,5.98,,54.2,PR,List PR,TRS,0.377,0.554,113,4,16.98382,-90.5328,14.6248,Upper middle income,IBRD,3195.394,3.608869,3.70E+10,,16.98382,-5.441492,91.25533,49.14559,-4.088377,7.002615,0.2381935,1.788421,0.6544811,1.788421,24.3351,0.77,0.6809788
206,GTM,2001,9,0,Guatemala,0.68350,0.00000,1.237,0.727,2.472,1.894,0.663,0.487,-0.809,3.954,0,5882.7,-0.097,7.29,,,PR,List PR,TRS,0.377,0.554,113,6,20.26902,-90.5328,14.6248,Upper middle income,IBRD,3192.309,2.332575,3.79E+10,22.76671,20.26902,-6.807337,90.32224,70.66904,-5.088204,10.21957,1.276294,1.986503,0.6544811,1.986503,24.35816,1.31,3.216953
207,GTM,2002,9,0,Guatemala,0.78250,1.00000,1.237,0.727,2.472,1.894,0.663,0.487,-0.809,4.427,0,5980.2,1.507,8.13,,,PR,List PR,TRS,0.38,0.554,113,6,18.69248,-90.5328,14.6248,Upper middle income,IBRD,3239.567,3.839287,3.94E+10,21.56157,18.69248,-6.040215,89.56807,67.10481,-4.974499,9.820932,1.506712,2.095561,0.6544811,2.095561,24.39583,0.8400002,0.3986359
208,GTM,2003,9,0,Guatemala,0.78250,1.00000,1.237,0.727,2.472,1.894,0.663,0.487,-0.583,4.612,1,6004.1,0.319,5.6,2.81,,PR,List PR,TRS,0.382,0.558,158,6,21.03844,-90.5328,14.6248,Upper middle income,IBRD,3250.841,2.560378,4.04E+10,26.65441,21.03844,-4.816319,88.83485,67.00234,0.090324,9.752416,1.278909,1.722767,0.339889,1.722767,24.42111,2.53,0.0685167
209,GTM,2004,9,1,Guatemala,0.78250,0.00000,0.739,0.86,1.911,2.06,0.704,0.77,-0.739,5.129,0,6070.2,0.982,7.58,2.97,,PR,List PR,TRS,0.401,0.579,158,6,22.14446,-90.5328,14.6248,Upper middle income,IBRD,3282.321,3.137917,4.16E+10,26.63085,22.14446,-4.938652,87.89264,70.21487,1.363176,8.906631,0.5775392,2.025513,0.5461211,2.025513,24.45201,1.98,0.8457842
210,GTM,2005,9,0,Guatemala,0.78250,0.00000,0.739,0.86,1.911,2.06,0.704,0.77,-0.739,4.396,0,6130.5,1.137,9.11,,,PR,List PR,TRS,0.399,0.579,158,6,21.60212,-90.5328,14.6248,Upper middle income,IBRD,3320.164,3.276027,4.30E+10,25.76644,21.60212,-4.633442,86.64493,67.1037,2.016163,8.613525,0.1381102,2.209373,0.5461211,2.209373,24.48424,1.53,0.2931061
211,GTM,2006,9,0,Guatemala,0.78250,0.00000,0.739,0.86,1.911,2.06,0.704,0.77,-0.739,4.115,0,6305.8,3.266,6.56,1.9,54.6,PR,List PR,TRS,0.4,0.579,158,6,22.23477,-90.5328,14.6248,Upper middle income,IBRD,3427.678,5.351398,4.53E+10,28.82849,22.23477,-5.123659,85.1516,67.91193,2.135866,8.506969,2.075371,1.880991,0.5461211,1.880991,24.53638,2.55,0.1065559
212,GTM,2007,9,0,Guatemala,0.78250,0.00000,0.739,0.86,1.911,2.06,0.704,0.77,-0.739,3.71,1,6545.8,4.224,6.82,,,PR,List PR,TRS,0.406,0.584,158,10.72,21.987,-90.5328,14.6248,Upper middle income,IBRD,3573.6,6.337718,4.82E+10,28.64103,21.987,-5.319373,83.33713,69.00137,2.559591,8.798688,0.9863205,1.91986,0.5461211,1.91986,24.59782,0.2600002,0.2917185
213,GTM,2008,9,1,Guatemala,0.78250,0.00000,0.687,0.872,1.842,2.075,0.662,0.826,-0.739,3.949,0,6604.7,1.309,11.36,,,PR,List PR,TRS,0.411,0.588,158,10.72,20.38341,-90.5328,14.6248,Upper middle income,IBRD,3620.831,3.293524,4.98E+10,27.76136,20.38341,-4.034823,81.33652,65.17873,1.899515,9.161345,3.044194,2.430098,0.5461211,2.430098,24.63023,4.539999,0.3626575
214,GTM,2009,9,0,Guatemala,0.78250,1.00000,0.687,0.872,1.842,2.075,0.662,0.826,-0.739,4.196,0,6488.7,-1.347,1.86,,,PR,List PR,TRS,0.41,0.583,158,10.72,23.39397,-90.5328,14.6248,Upper middle income,IBRD,3570.303,0.4768981,5.00E+10,25.75636,23.39397,0.1946426,79.35102,58.04069,1.346286,10.34563,2.816626,0.6205765,0.5461211,0.6205765,24.63499,9.5,1.184285
215,GTM,2010,9,0,Guatemala,0.78250,0.00000,0.687,0.872,1.842,2.075,0.662,0.826,-0.739,4.763,0,6526.5,0.997,3.86,3.5,,PR,List PR,TRS,0.413,0.591,158,10.72,24.81696,-90.5328,14.6248,Upper middle income,IBRD,3606.431,2.884176,5.14E+10,24.21806,24.81696,-1.885492,77.48276,63.12519,2.710317,10.64625,2.407277,1.350667,0.5461211,1.350667,24.66342,2,0.3006172
216,GTM,2011,9,0,Guatemala,0.78250,0.00000,0.687,0.872,1.842,2.075,0.662,0.826,-0.739,5.151,1,6650,2.284,6.21,4.13,,PR,List PR,TRS,0.408,0.587,158,10.72,24.56396,-90.5328,14.6248,Upper middle income,IBRD,3688.866,4.163907,5.36E+10,23.96394,24.56396,-3.370234,75.45026,65.04705,1.870378,10.35848,1.279732,1.826161,0.5461211,1.826161,24.70422,2.35,0.2877645
217,GTM,2012,9,1,Guatemala,0.78250,0.00000,0.704,0.602,1.865,1.724,0.722,0.679,-0.739,5.151,0,6714,1.156,3.78,2.76,,PR,List PR,TRS,0.399,0.574,158,10.72,24.70074,-90.5328,14.6248,Upper middle income,IBRD,3731.676,2.974709,5.52E+10,32.17208,24.70074,-3.724799,73.64915,61.95942,2.822561,10.5135,1.189198,1.329724,0.5461211,1.329724,24.73353,2.43,0.1550198
218,GTM,2013,9,0,Guatemala,0.78250,0.00000,0.704,0.602,1.865,1.724,0.722,0.679,-0.739,4.536,0,6829,1.891,4.34,3.02,,PR,List PR,TRS,0.426,0.581,158,10.72,25.20995,-90.5328,14.6248,Upper middle income,IBRD,3802.154,3.694819,5.72E+10,33.13094,25.20995,-4.224391,71.9925,56.68522,2.872156,11.28795,0.7201107,1.467874,0.5461211,1.467874,24.76981,0.5600002,0.7744455
219,GTM,2014,9,0,Guatemala,0.78250,0.00000,0.704,0.602,1.865,1.724,0.722,0.679,-0.739,4.536,0,6981,2.654,3.42,2.72,48.3,PR,List PR,TRS,0.427,0.579,158,10.72,23.64739,-90.5328,14.6248,Upper middle income,IBRD,3903.06,4.443977,5.97E+10,33.49615,23.64739,-3.300306,70.36741,55.08328,2.433011,11.25539,0.7491581,1.229641,0.5461211,1.229641,24.81329,0.9200001,0.0325632
220,GTM,2015,9,0,Guatemala,0.78250,0.00000,0.704,0.602,1.865,1.724,0.722,0.679,-0.616,6.157,1,7138,2.346,2.39,2.51,,PR,List PR,TRS,0.445,0.595,158,10.72,23.57273,-90.5328,14.6248,Upper middle income,IBRD,3994.637,4.092171,6.22E+10,35.26221,23.57273,-1.244308,68.74503,49.89345,1.935084,11.08811,0.3518066,0.8712934,0.379456,0.8712934,24.8534,1.03,0.1672773
221,GTM,2016,9,1,Guatemala,0.78250,0.00000,0.087,0.088,0.655,0.659,0.214,0.203,-0.414,6.297,0,7221,0.989,4.45,2.58,,PR,List PR,TRS,0.472,0.633,158,10.72,22.98889,-90.5328,14.6248,Upper middle income,IBRD,4034.158,2.677803,6.39E+10,35.70285,22.98889,0.9647717,67.37001,46.37274,1.280452,10.44035,1.414368,1.492904,0.171396,1.492904,24.87982,2.06,0.6477556
222,GTM,2017,9,0,Guatemala,0.78250,0.00000,0.087,0.088,0.655,0.659,0.214,0.203,-0.414,5.961,0,7308.3,1.36,4.42,2.46,,PR,List PR,TRS,0.464,0.626,158,10.72,,-90.5328,14.6248,Upper middle income,IBRD,4091.268,3.079851,6.58E+10,35.16764,,1.196135,65.96743,46.06942,1.393282,10.57282,0.4020488,1.48614,0.171396,1.48614,24.91016,0.0299997,0.1324701
223,GTM,2018,9,0,Guatemala,0.78250,0.00000,0.087,0.088,0.655,0.659,0.214,0.203,-0.414,6.095,0,7402.1,1.576,3.75,,,PR,List PR,TRS,0.429,0.6,158,10.72,,-90.5328,14.6248,Upper middle income,IBRD,4160.071,3.322098,6.80E+10,35.10609,,0.8872786,64.6022,47.08843,1.259959,11.08211,0.2422466,1.321756,0.171396,1.321756,24.94284,0.6700001,0.509285
224,GTM,2019,9,0,Guatemala,0.78250,0.00000,0.087,0.088,0.655,0.659,0.214,0.203,-0.414,6.095,1,,2.237,3.7,,,PR,List PR,TRS,0.415,0.586,160,10.72,,-90.5328,14.6248,Upper middle income,IBRD,4254.035,3.866857,7.06E+10,34.14461,,2.364685,63.3675,45.59652,1.520071,11.12055,0.5447586,1.308333,0.171396,1.308333,24.98078,0.05,0.0384436
225,HND,1993,10,0,Honduras,0.36413,0.00000,,,,,,,-2.519,,1,3216.9,3.54,10.75,,53.5,PR,List PR,FPTP,0.272,0.503,128,7.1,,-87.4667,15.1333,Lower middle income,IDA,1744.256,6.495718,9.41E+09,,,-6.265821,94.1003,84.35249,0.5419417,7.491498,,2.374906,6.345361,2.374906,22.96496,,
226,HND,1994,10,1,Honduras,0.36413,0.00000,0.21,0.274,1.019,1.163,0.447,0.482,-2.519,,0,3106,-2.579,21.73,,55,PR,List PR,FPTP,0.292,0.535,128,7.1,,-87.4667,15.1333,Lower middle income,IDA,1699.268,0.2119035,9.43E+09,,,-7.395072,93.05334,100.3178,0.7496315,7.12163,6.283814,3.078694,6.345361,3.078694,22.96708,10.98,0.3698683
227,HND,1995,10,0,Honduras,0.36413,0.00000,0.21,0.274,1.019,1.163,0.447,0.482,-2.519,,0,3163.8,3.212,29.46,3.24,55.5,PR,List PR,FPTP,0.306,0.55,128,7.1,,-87.4667,15.1333,Lower middle income,IDA,1753.856,6.189304,1.00E+10,,,-3.756934,92.03706,102.4489,0.935026,6.815257,5.977401,3.383033,6.345361,3.383033,23.02713,7.73,0.3063726
228,HND,1996,10,0,Honduras,0.36413,0.00000,0.21,0.274,1.019,1.163,0.447,0.482,-2.519,4.812,0,3210.3,-1.004,23.84,4.37,55.7,PR,List PR,FPTP,0.31,0.559,128,7.1,,-87.4667,15.1333,Lower middle income,IDA,1736.242,1.870776,1.02E+10,,,-6.431412,91.04415,115.4508,1.743039,7.378623,4.318528,3.171365,6.345361,3.171365,23.04566,5.619999,0.5633655
229,HND,1997,10,0,Honduras,0.67100,0.00000,0.21,0.274,1.019,1.163,0.447,0.482,-2.519,5.618,1,3303.3,1.641,20.2,3.32,52.7,PR,List PR,FPTP,0.312,0.559,133,7.1,,-87.4667,15.1333,Lower middle income,IDA,1764.742,4.598083,1.07E+10,,,-4.744558,90.09197,118.8484,2.117795,7.186896,2.727307,3.005683,6.345361,3.005683,23.09062,3.639999,0.1917262
230,HND,1998,10,1,Honduras,0.67100,0.00000,0.433,0.452,1.463,1.495,0.626,0.653,-2.519,6.045,0,3332.9,0.681,13.67,4.02,57.4,PR,List PR,FPTP,0.315,0.561,133,4.4,,-87.4667,15.1333,Lower middle income,IDA,1776.758,3.590233,1.11E+10,,,-2.320014,89.13583,122.0505,1.555054,8.256357,1.00785,2.615204,6.345361,2.615204,23.12589,6.530001,1.069461
